subject,trialtype,duration,repduration,movdist,force,stoplatency,error,abserror
10,motor,2094,1676,0.44639,1.4,89,-418,418
10,motor,2573,1407,0.47711,1.6781,69,-1166,1166
10,motor,3636,2752,0.7132,2.3273,132,-884,884
10,motor,4059,2798,0.73246,2.3579,54,-1261,1261
10,motor,4114,3566,0.84542,3.0505,110,-548,548
10,motor,1051,1333,0.1797,0.644,46,282,282
10,motor,1541,1691,0.18379,0.66223,36,150,150
10,motor,2073,1911,0.35975,1.0755,70,-162,162
10,motor,2531,2497,0.36621,1.4148,28,-34,34
10,motor,3094,2395,0.44095,1.395,91,-699,699
10,motor,3048,2710,0.4424,1.6625,44,-338,338
10,motor,3577,3516,0.75891,2.5884,73,-61,61
10,motor,1051,1268,0.1594,0.68141,47,217,217
10,motor,1621,1752,0.25731,0.69813,118,131,131
10,audiomotor,2108,1576,0.42983,1.5481,104,-532,532
10,audiomotor,2565,2028,0.57344,1.776,62,-537,537
10,audiomotor,1586,1790,0.35099,1.2297,82,204,204
10,audiomotor,2098,1804,0.4168,1.6711,93,-294,294
10,audiomotor,3568,2389,0.52004,1.8349,63,-1179,1179
10,audiomotor,4137,3418,0.68568,2.1237,134,-719,719
10,audiomotor,2625,2665,0.58904,1.9987,122,40,40
10,audiomotor,3134,2851,0.56212,2.1132,131,-283,283
10,audiomotor,1122,1257,0.16083,0.63757,118,135,135
10,audiomotor,1603,1109,0.27938,0.98605,100,-494,494
10,audiomotor,3127,3207,0.49014,2.087,124,80,80
10,audiomotor,3605,2742,0.66541,2.1034,101,-863,863
10,audiomotor,4069,2540,0.63131,2.076,65,-1529,1529
10,audiomotor,1080,1168,0.21141,0.72271,76,88,88
11,audiomotor,2288,2137,0.47449,4.2527,285,-151,151
11,audiomotor,2635,2593,0.66289,6.3708,131,-42,42
11,audiomotor,4125,3248,1.0956,9.6906,121,-877,877
11,audiomotor,1286,1301,0.31142,3.2598,282,15,15
11,audiomotor,3198,3488,1.0772,9.9102,193,290,290
11,audiomotor,3690,3168,1.115,10.42,186,-522,522
11,audiomotor,3652,3736,1.1674,10.272,148,84,84
11,audiomotor,4134,3720,1.498,10.878,130,-414,414
11,audiomotor,1372,1363,0.31755,3.1204,368,-9,9
11,audiomotor,1769,2012,0.63401,6.088,264,243,243
11,audiomotor,1716,2117,0.6182,5.071,212,401,401
11,audiomotor,2158,1805,0.76867,6.5604,155,-353,353
11,audiomotor,2770,2450,1.0374,7.1835,266,-320,320
11,audiomotor,3185,3301,1.3315,10.013,181,116,116
11,motor,3282,2894,1.1426,8.9209,278,-388,388
11,motor,3745,3943,1.5884,20.526,241,198,198
11,motor,4144,3257,1.2911,8.6732,139,-887,887
11,motor,2180,2227,0.64563,5.0963,177,47,47
11,motor,2765,2484,0.87422,6.1013,261,-281,281
11,motor,2719,2811,0.75537,5.6189,216,92,92
11,motor,3329,2682,1.0384,6.5436,325,-647,647
11,motor,3655,3271,1.0328,6.7073,150,-384,384
11,motor,4043,3112,1.0942,8.5396,38,-931,931
11,motor,1352,1336,0.35778,2.282,348,-16,16
11,motor,1840,1372,0.54465,3.7895,335,-468,468
11,motor,1851,1809,0.47704,2.9174,346,-42,42
11,motor,2179,1979,0.68418,4.5599,175,-200,200
11,auditory,2000,1997,0.00064978,2.9565,0,-3,3
11,auditory,2500,2764,0.00079794,1.2363,0,264,264
11,auditory,3500,3100,0.0025157,8.4538,0,-400,400
11,auditory,4000,3435,0.0017976,13.476,0,-565,565
11,auditory,2500,2751,0.00094138,1.0855,0,251,251
11,auditory,3000,2644,0.00086353,3.7828,0,-356,356
11,auditory,4000,3377,0.0014837,10.742,0,-623,623
11,auditory,1000,1173,0.00043869,0.35268,0,173,173
11,auditory,1000,1156,0.00066575,3.358,0,156,156
11,auditory,1500,1604,0.00070277,3.8635,0,104,104
11,auditory,1500,1674,0.00043617,1.509,0,174,174
11,auditory,2000,2751,0.0013998,7.2582,0,751,751
11,auditory,3000,2275,0.00072778,2.8053,0,-725,725
11,auditory,3500,3721,0.00098348,1.8978,0,221,221
11,audiomotor,3217,2798,0.90229,8.5991,213,-419,419
11,audiomotor,3680,3413,0.95536,8.3696,176,-267,267
11,audiomotor,2755,2360,0.77306,6.8715,251,-395,395
11,audiomotor,3242,3039,0.97395,7.4037,238,-203,203
11,audiomotor,3739,3150,0.95248,7.0261,235,-589,589
11,audiomotor,4216,2839,1.1359,8.6724,211,-1377,1377
11,audiomotor,4133,3663,1.325,9.4262,129,-470,470
11,audiomotor,1299,1002,0.32229,2.5362,294,-297,297
11,audiomotor,1749,1201,0.53109,4.1914,245,-548,548
11,audiomotor,2289,1990,0.79367,5.378,285,-299,299
11,audiomotor,1336,1790,0.3506,2.9213,331,454,454
11,audiomotor,1757,1603,0.51178,4.3025,254,-154,154
11,audiomotor,2263,2134,0.59961,5.0818,260,-129,129
11,audiomotor,2794,2619,0.76439,6.2697,290,-175,175
11,auditory,2000,2267,0.00066147,1.0693,0,267,267
11,auditory,2500,2394,0.00091587,2.505,0,-106,106
11,auditory,3500,2840,0.0021075,15.582,0,-660,660
11,auditory,4000,3246,0.0024426,16.636,0,-754,754
11,auditory,2500,3388,0.0010597,5.0963,0,888,888
11,auditory,3000,2095,0.0013983,5.5503,0,-905,905
11,auditory,1500,1515,0.00057802,0.40725,0,15,15
11,auditory,2000,2124,0.0014497,11.454,0,124,124
11,auditory,1000,628,0.00026912,1.1873,0,-372,372
11,auditory,1500,1211,0.00065945,1.7707,0,-289,289
11,auditory,4000,2582,0.00091693,3.4235,0,-1418,1418
11,auditory,1000,1137,0.00066773,1.6689,0,137,137
11,auditory,3000,2576,0.00084847,3.3959,0,-424,424
11,auditory,3500,2738,0.0013833,5.7026,0,-762,762
11,motor,2632,2208,0.82867,8.1705,129,-424,424
11,motor,3283,2406,0.98237,8.5942,280,-877,877
11,motor,1825,1502,0.53128,4.391,322,-323,323
11,motor,2355,1893,0.6585,6.0748,351,-462,462
11,motor,3682,2783,1.2383,10.003,179,-899,899
11,motor,4176,3761,1.1819,9.1935,171,-415,415
11,motor,3180,2607,0.86798,6.1799,177,-573,573
11,motor,3711,2952,0.99667,7.1011,208,-759,759
11,motor,4251,2718,1.1112,7.5198,247,-1533,1533
11,motor,1394,750,0.23325,1.8695,390,-644,644
11,motor,2167,1987,0.56847,4.1579,163,-180,180
11,motor,2859,2039,0.75261,5.2587,356,-820,820
11,motor,1298,1428,0.35613,2.6007,293,130,130
11,motor,1669,1675,0.46674,3.2653,166,6,6
11,auditory,2500,2115,0.0010167,4.0803,0,-385,385
11,auditory,3000,2429,0.0012779,3.7299,0,-571,571
11,auditory,1000,1555,0.00046184,2.3679,0,555,555
11,auditory,1500,1564,0.00098528,3.5139,0,64,64
11,auditory,1500,1327,0.00044407,2.4287,0,-173,173
11,auditory,2000,1361,0.00075969,2.2737,0,-639,639
11,auditory,2000,2029,0.00066379,0.86628,0,29,29
11,auditory,2500,2245,0.00099699,2.2431,0,-255,255
11,auditory,3000,2805,0.00053211,4.0968,0,-195,195
11,auditory,3500,2227,0.00099834,3.1896,0,-1273,1273
11,auditory,4000,3701,0.0011936,0.77771,0,-299,299
11,auditory,1000,1252,0.00048786,3.325,0,252,252
11,auditory,3500,3276,0.0011395,4.4203,0,-224,224
11,auditory,4000,3536,0.0020596,12.878,0,-464,464
11,motor,3183,2588,0.79765,6.9037,179,-595,595
11,motor,3547,2866,0.7181,5.4794,42,-681,681
11,motor,1746,1310,0.41684,4.0747,242,-436,436
11,motor,2281,2334,0.39263,2.6322,277,53,53
11,motor,1087,1483,0.28649,1.876,83,396,396
11,motor,1755,1502,0.40583,3.33,252,-253,253
11,motor,2744,2729,0.83555,4.293,241,-15,15
11,motor,3225,2866,0.81604,5.8685,220,-359,359
11,motor,3707,2869,1.0047,5.3633,203,-838,838
11,motor,4257,2692,0.93806,5.6429,253,-1565,1565
11,motor,2324,2397,0.48122,2.5608,320,73,73
11,motor,2668,2531,0.64014,4.0964,164,-137,137
11,motor,4056,2632,1.0738,5.972,53,-1424,1424
11,motor,1300,1163,0.28878,2.0337,296,-137,137
11,audiomotor,1302,1262,0.26839,2.1718,298,-40,40
11,audiomotor,1748,1792,0.51329,4.8492,244,44,44
11,audiomotor,3716,2629,0.99565,7.3839,212,-1087,1087
11,audiomotor,4213,3494,1.4418,9.0801,209,-719,719
11,audiomotor,2284,2236,0.62319,3.7186,280,-48,48
11,audiomotor,2754,2823,0.72683,4.9231,249,69,69
11,audiomotor,1604,1738,0.40862,2.9897,101,134,134
11,audiomotor,2260,2096,0.4756,3.548,255,-164,164
11,audiomotor,2706,2674,0.74949,5.2221,202,-32,32
11,audiomotor,3268,2211,1.0655,6.0839,265,-1057,1057
11,audiomotor,3314,1980,0.82293,6.0571,310,-1334,1334
11,audiomotor,3677,2557,1.1507,7.8136,173,-1120,1120
11,audiomotor,4227,3317,0.97704,7.8874,222,-910,910
11,audiomotor,1232,1286,0.23176,1.8999,228,54,54
11,auditory,3000,2587,0.0017957,8.2699,0,-413,413
11,auditory,3500,2787,0.00082314,6.461,0,-713,713
11,auditory,1000,1424,0.00067598,2.504,0,424,424
11,auditory,1500,1715,0.00051397,1.9931,0,215,215
11,auditory,4000,3586,0.0010068,1.1467,0,-414,414
11,auditory,1000,1638,0.00017617,1.4193,0,638,638
11,auditory,2500,2673,0.0015119,11.978,0,173,173
11,auditory,3000,3155,0.0023087,11.505,0,155,155
11,auditory,3500,2685,0.0015621,9.7477,0,-815,815
11,auditory,4000,3373,0.0013273,7.6568,0,-627,627
11,auditory,1500,1350,0.0010658,1.9104,0,-150,150
11,auditory,2000,2301,0.00085143,2.3685,0,301,301
11,auditory,2000,2397,0.00079761,0.80837,0,397,397
11,auditory,2500,2436,0.00070936,0.42273,0,-64,64
11,audiomotor,3731,3187,0.88205,6.9338,228,-544,544
11,audiomotor,4055,2863,0.65342,5.4074,52,-1192,1192
11,audiomotor,1608,2032,0.40409,3.5259,103,424,424
11,audiomotor,2198,2012,0.62061,4.6336,194,-186,186
11,audiomotor,4176,3259,0.93224,6.9352,171,-917,917
11,audiomotor,1271,1458,0.23343,1.736,268,187,187
11,audiomotor,2373,1863,0.53945,3.9676,368,-510,510
11,audiomotor,2752,2126,0.75114,5.7501,248,-626,626
11,audiomotor,2714,2345,0.70594,5.4884,210,-369,369
11,audiomotor,3274,2495,0.75742,5.9248,269,-779,779
11,audiomotor,3107,2279,0.78704,5.6168,103,-828,828
11,audiomotor,3585,2476,0.99167,5.7349,81,-1109,1109
11,audiomotor,1259,1194,0.31838,2.4494,255,-65,65
11,audiomotor,1666,1709,0.3706,2.8015,163,43,43
11,motor,3725,3052,1.2224,8.9858,221,-673,673
11,motor,4307,2814,1.3259,8.2061,303,-1493,1493
11,motor,1786,1586,0.47696,3.1984,282,-200,200
11,motor,2259,2070,0.61309,3.7186,254,-189,189
11,motor,1280,1485,0.3001,1.5125,276,205,205
11,motor,1783,1871,0.46535,3.2913,279,88,88
11,motor,3082,2238,0.8709,5.3101,77,-844,844
11,motor,3637,3010,1.0289,5.7575,133,-627,627
11,motor,2621,2559,0.65298,3.9819,116,-62,62
11,motor,2713,2304,0.71768,5.1129,208,-409,409
11,motor,3225,2461,0.78389,5.5814,221,-764,764
11,motor,4135,2835,1.0479,5.9956,132,-1300,1300
11,motor,1251,1677,0.27886,2.2075,247,426,426
11,audiomotor,1294,1649,0.2882,2.6374,291,355,355
11,audiomotor,1706,1715,0.37868,3.2579,202,9,9
11,audiomotor,1732,1314,0.47194,3.9508,228,-418,418
11,audiomotor,2090,1787,0.63012,5.214,86,-303,303
11,audiomotor,3737,2922,0.87029,6.6339,234,-815,815
11,audiomotor,4129,2827,1.062,6.8177,125,-1302,1302
11,audiomotor,4131,2859,1.0561,6.5261,127,-1272,1272
11,audiomotor,1274,1549,0.2592,2.0126,270,275,275
11,audiomotor,3120,2091,0.8097,6.045,116,-1029,1029
11,audiomotor,3597,2708,0.98085,9.0363,93,-889,889
11,audiomotor,2209,1638,0.57056,3.9488,206,-571,571
11,audiomotor,2791,2347,0.65606,4.4088,287,-444,444
11,audiomotor,2651,2267,0.78194,5.0406,148,-384,384
11,audiomotor,3086,2727,0.67348,4.9032,83,-359,359
11,motor,2373,2034,0.68053,3.858,368,-339,339
11,motor,4153,2485,1.0535,5.8214,149,-1668,1668
11,motor,1206,1181,0.25346,2.0766,202,-25,25
11,motor,1223,843,0.18382,1.4321,220,-380,380
11,motor,1684,1599,0.41219,3.1978,180,-85,85
11,motor,2090,1705,0.48242,3.1092,86,-385,385
11,motor,2780,1901,0.81363,5.1868,276,-879,879
11,motor,3151,2612,0.77029,4.6013,147,-539,539
11,motor,3609,2576,0.88921,5.5385,105,-1033,1033
11,motor,3729,2091,0.79744,5.2923,224,-1638,1638
11,motor,4142,2442,1.0211,5.7174,138,-1700,1700
11,motor,2783,2019,0.63669,4.1741,280,-764,764
11,motor,3193,2067,0.82419,5.2755,188,-1126,1126
11,auditory,3500,3029,0.0010543,2.31,0,-471,471
11,auditory,4000,3827,0.0015585,1.513,0,-173,173
11,auditory,2000,1762,0.0019224,4.6128,0,-238,238
11,auditory,2500,2167,0.0011914,1.4475,0,-333,333
11,auditory,2500,2372,0.0012008,2.726,0,-128,128
11,auditory,3000,2424,0.0022067,5.7568,0,-576,576
11,auditory,4000,3656,0.0012159,3.4347,0,-344,344
11,auditory,1000,1137,0.00084547,0.68644,0,137,137
11,auditory,1000,1439,0.00039743,0.3156,0,439,439
11,auditory,1500,2202,0.00072908,3.6932,0,702,702
11,auditory,3000,3159,0.00086009,2.1946,0,159,159
11,auditory,3500,3187,0.0013019,1.4344,0,-313,313
11,auditory,1500,1855,0.00063279,1.344,0,355,355
11,auditory,2000,2110,0.00057228,2.6593,0,110,110
12,motor,1680,2312,0.36139,2.0524,176,632,632
12,motor,3340,3451,0.85783,4.4118,337,111,111
12,motor,3807,3532,1.1374,12.36,304,-275,275
12,motor,1784,1710,0.33107,1.8784,280,-74,74
12,motor,2230,2617,0.5145,3.0779,226,387,387
12,motor,3848,3462,1.0361,5.6222,345,-386,386
12,motor,4475,3279,1.1542,6.044,471,-1196,1196
12,motor,2985,3221,0.77357,3.764,482,236,236
12,motor,3164,3254,0.82227,4.3527,160,90,90
12,motor,2220,2604,0.50559,2.8693,216,384,384
12,motor,2945,3643,0.69395,3.2696,441,698,698
12,motor,4295,4093,1.1959,5.5048,292,-202,202
12,motor,1551,1829,0.22148,1.1809,547,278,278
12,auditory,3000,4791,0.00053718,2.4825,0,1791,1791
12,auditory,3500,4654,0.00060871,1.3755,0,1154,1154
12,auditory,4000,4583,0.0012884,10.136,0,583,583
12,auditory,1000,1661,0.00024668,0.73612,0,661,661
12,auditory,2500,3816,0.00043023,1.9677,0,1316,1316
12,auditory,3000,4336,0.00061424,4.2008,0,1336,1336
12,auditory,1500,1872,0.00040102,1.7839,0,372,372
12,auditory,2000,2220,0.00075813,4.2378,0,220,220
12,auditory,1000,1828,0.00039393,2.3637,0,828,828
12,auditory,1500,2524,0.00040379,3.1559,0,1024,1024
12,auditory,2000,3065,0.00054332,4.3955,0,1065,1065
12,auditory,2500,3662,0.00076935,4.3079,0,1162,1162
12,auditory,3500,5270,0.0010765,10.598,0,1770,1770
12,auditory,4000,5162,0.00091252,13.253,0,1162,1162
12,audiomotor,4201,5502,1.0376,6.8293,197,1301,1301
12,audiomotor,1207,2179,0.1488,0.89066,202,972,972
12,audiomotor,1362,2474,0.24006,1.4129,357,1112,1112
12,audiomotor,1715,2962,0.38948,1.8405,212,1247,1247
12,audiomotor,1656,2847,0.67419,12.79,152,1191,1191
12,audiomotor,2173,2731,0.42941,2.1701,168,558,558
12,audiomotor,2767,3598,0.73742,6.4009,264,831,831
12,audiomotor,3407,4259,0.70874,3.432,403,852,852
12,audiomotor,3193,3394,0.63293,3.0244,188,201,201
12,audiomotor,3812,4626,0.83935,3.7886,309,814,814
12,audiomotor,2237,3439,0.43741,1.941,234,1202,1202
12,audiomotor,2753,3836,0.57808,2.163,250,1083,1083
12,audiomotor,3823,4536,0.85962,4.0927,319,713,713
12,audiomotor,4201,4846,1.0092,4.3742,198,645,645
12,auditory,2000,2960,0.00077707,1.7185,0,960,960
12,auditory,2500,3431,0.0005284,1.1913,0,931,931
12,auditory,4000,4217,0.0010788,6.2603,0,217,217
12,auditory,1000,1870,0.00034453,1.6834,0,870,870
12,auditory,3000,3207,0.00044677,4.1563,0,207,207
12,auditory,3500,3771,0.00093062,6.3881,0,271,271
12,auditory,1500,3066,0.00022491,0.89687,0,1566,1566
12,auditory,2000,3405,0.00071674,4.0366,0,1405,1405
12,auditory,1000,1361,0.00024497,1.2966,0,361,361
12,auditory,1500,2495,0.0006367,2.0337,0,995,995
12,auditory,3500,4540,0.0011748,6.8243,0,1040,1040
12,auditory,4000,4872,0.0011224,9.4508,0,872,872
12,auditory,2500,3724,0.0007593,3.2965,0,1224,1224
12,auditory,3000,3314,0.00092338,6.923,0,314,314
12,motor,3251,6338,0.94517,5.6217,247,3087,3087
12,motor,3278,3680,0.90454,4.6046,273,402,402
12,motor,3566,2291,0.7075,2.8194,62,-1275,1275
12,motor,2234,2909,0.43374,1.908,229,675,675
12,motor,3974,3360,1.0757,5.5578,470,-614,614
12,motor,4423,3865,1.1868,6.5571,418,-558,558
12,motor,1243,2573,0.19637,1.1367,239,1330,1330
12,motor,1704,2860,0.33508,2.1307,201,1156,1156
12,audiomotor,2216,2708,0.38463,2.1975,212,492,492
12,audiomotor,2706,3511,0.70484,4.0113,202,805,805
12,audiomotor,4406,4588,1.2855,6.1935,401,182,182
12,audiomotor,1163,1673,0.20937,1.0909,159,510,510
12,audiomotor,3243,3599,0.80112,4.3451,239,356,356
12,audiomotor,3707,3685,0.78451,4.2974,203,-22,22
12,audiomotor,3751,4750,1.0563,5.1422,246,999,999
12,audiomotor,4240,3950,1.223,6.2889,235,-290,290
12,audiomotor,1069,3370,0.23619,1.2868,64,2301,2301
12,audiomotor,1881,2789,0.5305,2.1539,377,908,908
12,audiomotor,2585,3631,0.63113,3.2974,81,1046,1046
12,audiomotor,3263,3495,0.80142,3.651,259,232,232
12,audiomotor,1750,2047,0.40444,1.6483,246,297,297
12,audiomotor,2236,3483,0.53967,2.8018,232,1247,1247
12,auditory,2000,2849,0.00029794,0.73767,0,849,849
12,auditory,2500,3814,0.00078661,2.1759,0,1314,1314
12,auditory,1000,1999,0.00028721,0.86472,0,999,999
12,auditory,1500,2651,0.00034863,2.8037,0,1151,1151
12,auditory,4000,5455,0.00056841,1.5595,0,1455,1455
12,auditory,1000,2502,0.001069,4.5823,0,1502,1502
12,auditory,2500,3773,0.00073541,5.4695,0,1273,1273
12,auditory,3000,4272,0.00074145,6.1529,0,1272,1272
12,auditory,3500,6353,0.00045153,3.0825,0,2853,2853
12,auditory,4000,6227,0.0012607,9.7404,0,2227,2227
12,auditory,1500,4123,0.00023143,1.4584,0,2623,2623
12,auditory,2000,3297,0.00028007,2.0234,0,1297,1297
12,auditory,3000,4569,0.0003724,2.7731,0,1569,1569
12,auditory,3500,4774,0.0006311,4.0125,0,1274,1274
12,motor,1736,2548,0.39566,2.4216,231,812,812
12,motor,4357,3823,1.165,6.1912,352,-534,534
12,motor,1437,2638,0.27606,1.4329,434,1201,1201
12,motor,3301,2856,0.79406,4.3525,297,-445,445
12,motor,2874,3955,0.84593,3.8732,371,1081,1081
12,motor,2278,3716,0.69331,3.0449,274,1438,1438
12,audiomotor,2666,3260,0.68458,3.5051,161,594,594
12,audiomotor,3285,5049,1.1309,5.2854,281,1764,1764
12,audiomotor,3782,5680,1.3022,5.9591,278,1898,1898
12,audiomotor,4322,6094,1.2792,6.1541,318,1772,1772
12,audiomotor,2117,2593,0.56154,2.8201,113,476,476
12,audiomotor,2765,4257,0.80405,3.3458,261,1492,1492
12,audiomotor,4427,5167,1.2008,6.7394,423,740,740
12,audiomotor,1336,2487,0.28307,1.1901,333,1151,1151
12,audiomotor,3103,4261,1.0792,5.3248,99,1158,1158
12,audiomotor,3685,4263,1.1356,5.7991,181,578,578
12,audiomotor,1751,2626,0.44251,2.0153,246,875,875
12,audiomotor,2285,2472,0.5661,2.4947,281,187,187
12,audiomotor,1175,2117,0.23807,1.3084,171,942,942
12,audiomotor,1921,2864,0.44938,2.7306,417,943,943
12,auditory,1500,2667,0.00058786,1.6875,0,1167,1167
12,auditory,2000,3361,0.00034539,2.1298,0,1361,1361
12,auditory,4000,5049,0.0010361,3.1519,0,1049,1049
12,auditory,1000,1732,0.00046751,0.75866,0,732,732
12,auditory,1000,2208,0.00027224,1.1209,0,1208,1208
12,auditory,1500,2808,0.00040974,0.99404,0,1308,1308
12,auditory,3500,4862,0.00070339,6.6738,0,1362,1362
12,auditory,4000,4641,0.0010113,4.2255,0,641,641
12,auditory,2500,3281,0.00091078,5.6298,0,781,781
12,auditory,3000,5159,0.00058368,8.059,0,2159,2159
12,auditory,2000,3245,0.00031685,1.2211,0,1245,1245
12,auditory,2500,3898,0.00053357,1.7487,0,1398,1398
12,auditory,3000,4434,0.0011733,8.6925,0,1434,1434
12,auditory,3500,4378,0.00046339,3.1944,0,878,878
12,audiomotor,3315,3982,0.93239,5.0911,311,667,667
12,audiomotor,3711,4953,1.1627,5.7793,208,1242,1242
12,audiomotor,1775,1999,0.45887,1.8285,271,224,224
12,audiomotor,2264,3504,0.64949,3.1056,260,1240,1240
12,audiomotor,4260,5214,1.2278,6.5446,257,954,954
12,audiomotor,1128,1925,0.24077,1.3096,125,797,797
12,audiomotor,2738,4603,0.78805,4.3052,233,1865,1865
12,audiomotor,3492,4729,0.97007,5.244,487,1237,1237
12,audiomotor,2272,3522,0.72463,3.5785,268,1250,1250
12,audiomotor,2845,3538,0.75665,3.616,342,693,693
12,audiomotor,3657,4256,1.1225,5.733,153,599,599
12,audiomotor,4137,4530,1.194,5.7157,134,393,393
12,audiomotor,1234,2008,0.23824,1.5469,229,774,774
12,motor,4329,111,1.1428,5.6215,326,-4218,4218
12,motor,1159,2428,0.322,1.7461,155,1269,1269
12,motor,3179,3986,1.0393,4.6176,175,807,807
12,motor,3669,3067,1.0816,5.3567,166,-602,602
12,motor,4043,2185,1.1761,5.6456,538,-1858,1858
12,motor,4129,3269,1.5969,7.938,125,-860,860
12,motor,1792,1502,0.34904,1.6313,287,-290,290
12,motor,2301,2227,0.56235,2.8111,297,-74,74
12,motor,2268,2029,0.69628,3.1773,265,-239,239
12,motor,2939,2180,0.83822,3.8079,434,-759,759
12,motor,2627,2820,0.78748,3.757,123,193,193
12,motor,3339,3245,1.1083,5.3152,335,-94,94
12,motor,1330,858,0.25665,1.3829,327,-472,472
12,auditory,3500,3697,0.00069415,1.8176,0,197,197
12,auditory,4000,4543,0.0008624,1.4229,0,543,543
12,auditory,1500,1784,0.00038785,1.1238,0,284,284
12,auditory,2000,2790,0.00032724,2.5005,0,790,790
12,auditory,1000,2475,0.0001841,0.42256,0,1475,1475
12,auditory,1500,2521,0.00043795,0.86944,0,1021,1021
12,auditory,4000,3564,0.00042532,4.03,0,-436,436
12,auditory,1000,2805,0.00029334,0.96829,0,1805,1805
12,auditory,2000,2870,0.00040671,0.60817,0,870,870
12,auditory,2500,4228,0.0004548,2.9682,0,1728,1728
12,auditory,2500,4015,0.00026257,1.6523,0,1515,1515
12,auditory,3000,4289,0.0006678,4.5571,0,1289,1289
12,auditory,3000,4459,0.00053163,3.7363,0,1459,1459
12,auditory,3500,4799,0.00035272,1.767,0,1299,1299
12,motor,2708,3038,0.68582,3.611,205,330,330
12,motor,3278,2917,0.99225,4.6849,273,-361,361
12,motor,2200,2211,0.61455,3.1946,196,11,11
12,motor,2757,2861,0.83916,3.9097,253,104,104
12,motor,4040,3834,1.1302,5.4796,536,-206,206
12,motor,4201,4056,1.2116,6.1546,197,-145,145
12,motor,1288,1147,0.25561,1.2461,284,-141,141
12,motor,1795,2539,0.4589,2.1783,290,744,744
12,motor,4157,3582,1.6296,9.0189,153,-575,575
12,motor,1329,1656,0.28688,1.3204,326,327,327
12,motor,2270,1931,0.79817,3.9833,266,-339,339
12,motor,3193,2638,1.1752,5.6897,189,-555,555
12,motor,3659,3147,1.5061,6.3742,154,-512,512
12,audiomotor,1734,2471,0.33585,1.369,230,737,737
12,audiomotor,2226,2659,0.52766,2.5757,222,433,433
12,audiomotor,3721,3890,1.0843,4.699,218,169,169
12,audiomotor,4382,4712,1.5472,8.8141,378,330,330
12,audiomotor,2776,3892,1.0018,4.4079,272,1116,1116
12,audiomotor,3289,3571,1.1742,6.0328,286,282,282
12,audiomotor,1208,1175,0.28302,1.4841,204,-33,33
12,audiomotor,1884,2346,0.50621,2.5562,381,462,462
12,audiomotor,3262,3774,1.0946,5.7465,259,512,512
12,audiomotor,3684,5359,1.2088,6.1938,180,1675,1675
12,audiomotor,4119,4878,1.3909,6.6185,115,759,759
12,audiomotor,1335,2018,0.36728,2.0362,330,683,683
12,audiomotor,2164,2781,0.78616,3.9548,160,617,617
12,audiomotor,2825,3269,0.90133,4.3811,320,444,444
13,motor,4159,2773,1.2831,3.8554,155,-1386,1386
13,motor,2179,1300,0.56041,1.6365,175,-879,879
13,motor,3676,3499,1.0835,3.3331,173,-177,177
13,motor,4151,2704,1.1915,3.6196,147,-1447,1447
13,motor,2216,1872,0.62503,1.7069,212,-344,344
13,motor,2681,1345,0.66246,2.7948,176,-1336,1336
13,motor,3129,3262,0.70413,1.9734,124,133,133
13,motor,3573,3300,0.72316,1.9629,69,-273,273
13,motor,1079,1066,0.28964,0.70888,75,-13,13
13,motor,1568,1695,0.34153,1.0907,63,127,127
13,audiomotor,4067,3473,1.0051,2.4018,63,-594,594
13,audiomotor,1202,1379,0.19801,0.92017,199,177,177
13,audiomotor,2201,2799,0.5368,1.4735,197,598,598
13,audiomotor,2638,2712,0.65602,2.2217,135,74,74
13,audiomotor,2676,3939,0.67265,2.1359,171,1263,1263
13,audiomotor,3198,2657,0.71783,2.1744,194,-541,541
13,audiomotor,3130,4007,0.71288,1.9062,126,877,877
13,audiomotor,3581,3363,0.75548,1.9252,76,-218,218
13,audiomotor,1670,1209,0.39264,1.5756,166,-461,461
13,audiomotor,2074,2640,0.44966,1.8773,71,566,566
13,audiomotor,1082,1623,0.27526,0.92619,78,541,541
13,audiomotor,1557,1825,0.33329,1.2136,52,268,268
13,audiomotor,3642,3285,0.71313,1.9772,137,-357,357
13,audiomotor,4178,3983,0.9394,2.3412,175,-195,195
13,auditory,1000,1416,0.00024533,0.58646,0,416,416
13,auditory,1500,2464,0.00030397,0.87979,0,964,964
13,auditory,3000,2868,0.00071397,1.4493,0,-132,132
13,auditory,3500,3441,0.00082995,1.5121,0,-59,59
13,auditory,4000,3597,0.0009271,2.9855,0,-403,403
13,auditory,1000,2057,0.00036864,0.86155,0,1057,1057
13,auditory,2500,2681,0.00049409,1.443,0,181,181
13,auditory,3000,2715,0.00069003,1.8256,0,-285,285
13,auditory,3500,3783,0.00094215,3.1303,0,283,283
13,auditory,4000,3995,0.0013134,1.943,0,-5,5
13,auditory,1500,2459,0.00030727,0.61748,0,959,959
13,auditory,2000,2747,0.00059406,1.215,0,747,747
13,auditory,2000,2816,0.00053786,0.49971,0,816,816
13,auditory,2500,2633,0.00076285,1.1889,0,133,133
13,audiomotor,3694,4071,1.0567,3.2783,191,377,377
13,audiomotor,4190,3963,1.1074,3.348,186,-227,227
13,audiomotor,4199,3916,1.1219,3.385,194,-283,283
13,audiomotor,1147,1845,0.19414,0.73266,143,698,698
13,audiomotor,1679,1873,0.30978,1.7729,175,194,194
13,audiomotor,2160,2646,0.55707,1.6611,156,486,486
13,audiomotor,2655,2841,0.71719,2.4452,151,186,186
13,audiomotor,3149,3139,0.84315,2.8677,145,-10,10
